economy,year,st_int_tvlx_cd
gha,2020,105000000.0000000000
grc,1995,1323000000.0000000000
grc,1996,1210000000.0000000000
grc,1997,1327000000.0000000000
grc,1998,1756000000.0000000000
grc,1999,3991000000.0000000000
grc,2000,4558000000.0000000000
grc,2001,4178000000.0000000000
grc,2002,2439000000.0000000000
grc,2003,2433000000.0000000000
grc,2004,2874000000.0000000000
grc,2005,3038000000.0000000000
grc,2006,2998000000.0000000000
grc,2007,3423000000.0000000000
grc,2008,3930000000.0000000000
grc,2009,3383000000.0000000000
grc,2010,2853000000.0000000000
grc,2011,3161000000.0000000000
grc,2012,2364000000.0000000000
grc,2013,2435000000.0000000000
grc,2014,2755000000.0000000000
grc,2015,2259000000.0000000000
grc,2016,2220000000.0000000000
grc,2017,2156000000.0000000000
grc,2018,2582000000.0000000000
grc,2019,3070000000.0000000000
grc,2020,898000000.0000000000
grd,1995,5000000.0000000000
grd,1996,5000000.0000000000
grd,1997,6000000.0000000000
grd,1998,6000000.0000000000
grd,1999,7000000.0000000000
grd,2000,8000000.0000000000
grd,2001,8000000.0000000000
grd,2002,8000000.0000000000
grd,2003,8000000.0000000000
grd,2004,9000000.0000000000
grd,2005,10000000.0000000000
grd,2006,16000000.0000000000
grd,2007,16000000.0000000000
grd,2008,11000000.0000000000
grd,2009,10000000.0000000000
grd,2010,10000000.0000000000
grd,2011,10000000.0000000000
grd,2012,11000000.0000000000
grd,2013,11000000.0000000000
grd,2014,18000000.0000000000
grd,2015,20000000.0000000000
grd,2016,21000000.0000000000
grd,2017,22000000.0000000000
grd,2018,24000000.0000000000
grd,2019,24000000.0000000000
grd,2020,5000000.0000000000
gtm,1995,141000000.0000000000
gtm,1996,135000000.0000000000
gtm,1997,119000000.0000000000
gtm,1998,157000000.0000000000
gtm,1999,183000000.0000000000
gtm,2000,182000000.0000000000
gtm,2001,225000000.0000000000
gtm,2002,276000000.0000000000
gtm,2003,312000000.0000000000
gtm,2004,385000000.0000000000
gtm,2005,421000000.0000000000
gtm,2006,529000000.0000000000
gtm,2007,597000000.0000000000
gtm,2008,687000000.0000000000
gtm,2009,604000000.0000000000
gtm,2010,621000000.0000000000
gtm,2011,656000000.0000000000
gtm,2012,712000000.0000000000
gtm,2013,768000000.0000000000
gtm,2014,782000000.0000000000
gtm,2015,754000000.0000000000
gtm,2016,754000000.0000000000
gtm,2017,775000000.0000000000
gtm,2018,807000000.0000000000
gtm,2019,814000000.0000000000
gtm,2020,256000000.0000000000
gin,1995,21000000.0000000000
gin,1996,27000000.0000000000
gin,1997,23000000.0000000000
gin,1998,27000000.0000000000
gin,1999,24000000.0000000000
gin,2000,9000000.0000000000
gin,2001,18000000.0000000000
gin,2002,31000000.0000000000
gin,2003,26000000.0000000000
gin,2004,25000000.0000000000
gin,2005,29000000.0000000000
gin,2006,28000000.0000000000
gin,2007,29000000.0000000000
gin,2008,9000000.0000000000
gin,2009,13000000.0000000000
gin,2010,7500000.0000000000
gin,2011,33099998.4741211012
gin,2012,23399999.6185302995
gin,2013,50000000.0000000000
gin,2014,18200000.7629394978
gin,2015,30399999.6185302995
gin,2016,11899999.6185302995
gin,2017,11500000.0000000000
gin,2018,9199999.8092651404
gin,2019,2900000.0953674298
gin,2020,4199999.8092651404
gnb,1995,3799999.9523162800
gnb,1996,2900000.0953674298
gnb,1997,1500000.0000000000
gnb,2001,2799999.9523162800
gnb,2002,5099999.9046325702
gnb,2003,13300000.1907349005
gnb,2004,13100000.3814697005
gnb,2005,9800000.1907348596
gnb,2006,15500000.0000000000
gnb,2007,40200000.7629395127
gnb,2008,45599998.4741211012
gnb,2009,25700000.7629394978
gnb,2010,29399999.6185302995
gnb,2011,31500000.0000000000
gnb,2012,19799999.2370605022
gnb,2013,27200000.7629394978
gnb,2014,53000000.0000000000
gnb,2015,53000000.0000000000
gnb,2016,33000000.0000000000
gnb,2017,63000000.0000000000
gnb,2018,74500000.0000000000
gnb,2019,87099998.4741210938
guy,1995,21000000.0000000000
guy,1996,59000000.0000000000
guy,1997,62000000.0000000000
guy,1998,63000000.0000000000
guy,1999,75000000.0000000000
guy,2000,69000000.0000000000
guy,2001,55000000.0000000000
guy,2002,38000000.0000000000
guy,2003,26000000.0000000000
guy,2004,30000000.0000000000
guy,2005,40000000.0000000000
guy,2006,49000000.0000000000
guy,2007,58000000.0000000000
guy,2008,52000000.0000000000
guy,2009,52000000.0000000000
guy,2010,73000000.0000000000
guy,2011,79000000.0000000000
guy,2012,82000000.0000000000
guy,2013,81000000.0000000000
guy,2014,77000000.0000000000
guy,2015,93000000.0000000000
guy,2016,103000000.0000000000
guy,2017,94000000.0000000000
guy,2018,80000000.0000000000
guy,2019,47000000.0000000000
guy,2020,47000000.0000000000
hti,1995,35000000.0000000000
hti,1996,37000000.0000000000
hti,1997,35000000.0000000000
hti,2000,18000000.0000000000
hti,2001,18000000.0000000000
hti,2002,18000000.0000000000
hti,2003,42000000.0000000000
hti,2004,72000000.0000000000
hti,2005,55000000.0000000000
hti,2006,56000000.0000000000
hti,2007,56000000.0000000000
hti,2008,64000000.0000000000
hti,2009,63000000.0000000000
hti,2010,63000000.0000000000
hti,2011,62000000.0000000000
hti,2012,64000000.0000000000
hti,2013,62000000.0000000000
hti,2014,71000000.0000000000
hti,2015,71000000.0000000000
hti,2016,62000000.0000000000
hti,2017,62000000.0000000000
hti,2018,103000000.0000000000
hti,2019,217000000.0000000000
hnd,1995,57000000.0000000000
hnd,1996,60000000.0000000000
hnd,1997,62000000.0000000000
hnd,1998,81000000.0000000000
hnd,1999,94000000.0000000000
hnd,2000,120000000.0000000000
hnd,2001,128000000.0000000000
hnd,2002,149000000.0000000000
hnd,2003,217000000.0000000000
hnd,2004,244000000.0000000000
hnd,2005,262000000.0000000000
hnd,2006,355000000.0000000000
hnd,2007,212000000.0000000000
hnd,2008,291000000.0000000000
hnd,2009,296000000.0000000000
hnd,2010,321000000.0000000000
hnd,2011,354000000.0000000000
hnd,2012,454000000.0000000000
hnd,2013,404000000.0000000000
hnd,2014,338000000.0000000000
hnd,2015,358000000.0000000000
hnd,2016,370000000.0000000000
hnd,2017,401000000.0000000000
hnd,2018,408000000.0000000000
hnd,2019,499000000.0000000000
hnd,2020,163000000.0000000000
hkg,1995,10497000000.0000000000
hkg,1996,11461000000.0000000000
hkg,1997,12678000000.0000000000
hkg,1998,13474000000.0000000000
hkg,1999,13134000000.0000000000
hkg,2000,12502000000.0000000000
hkg,2001,12317000000.0000000000
hkg,2002,12418000000.0000000000
hkg,2003,11447000000.0000000000
hkg,2004,13270000000.0000000000
hkg,2005,13305000000.0000000000
hkg,2006,14044000000.0000000000
hkg,2007,15042000000.0000000000
hkg,2008,16095000000.0000000000
hkg,2009,15547000000.0000000000
hkg,2010,17357000000.0000000000
hkg,2011,19022000000.0000000000
hkg,2012,20077000000.0000000000
hkg,2013,21215000000.0000000000
hkg,2014,22011000000.0000000000
hkg,2015,23059000000.0000000000
hkg,2016,24141000000.0000000000
hkg,2017,25386000000.0000000000
hkg,2018,26436000000.0000000000
hkg,2019,26879000000.0000000000
hkg,2020,5520000000.0000000000
hun,1995,1498000000.0000000000
hun,1996,1482000000.0000000000
hun,1997,1494000000.0000000000
hun,1998,1476000000.0000000000
hun,1999,1543000000.0000000000
hun,2000,1651000000.0000000000
hun,2001,1808000000.0000000000
hun,2002,2133000000.0000000000
hun,2003,2594000000.0000000000
hun,2004,2421000000.0000000000
hun,2005,2277000000.0000000000
hun,2006,1879000000.0000000000
hun,2007,2546000000.0000000000
hun,2008,3225000000.0000000000
hun,2009,2750000000.0000000000
hun,2010,2404000000.0000000000
hun,2011,2485000000.0000000000
hun,2012,1886000000.0000000000
hun,2013,1906000000.0000000000
hun,2014,2036000000.0000000000
hun,2015,1830000000.0000000000
hun,2016,2166000000.0000000000
hun,2017,2469000000.0000000000
hun,2018,2639000000.0000000000
hun,2019,2741000000.0000000000
hun,2020,1159000000.0000000000
isl,1995,282000000.0000000000
isl,1996,308000000.0000000000
isl,1997,323000000.0000000000
isl,1998,396000000.0000000000
isl,1999,436000000.0000000000
isl,2000,471000000.0000000000
isl,2001,372000000.0000000000
isl,2002,371000000.0000000000
isl,2003,523000000.0000000000
isl,2004,697000000.0000000000
isl,2005,980000000.0000000000
isl,2006,1076000000.0000000000
isl,2007,1326000000.0000000000
isl,2008,1103000000.0000000000
isl,2009,546000000.0000000000
isl,2010,612000000.0000000000
isl,2011,754000000.0000000000
isl,2012,792000000.0000000000
isl,2013,854000000.0000000000
isl,2014,964000000.0000000000
isl,2015,963000000.0000000000
isl,2016,1217000000.0000000000
isl,2017,1554000000.0000000000
isl,2018,1691000000.0000000000
isl,2019,1509000000.0000000000
isl,2020,519000000.0000000000
ind,1995,996000000.0000000000
ind,1996,913000000.0000000000
ind,1997,1342000000.0000000000
ind,1998,1713000000.0000000000
ind,1999,2010000000.0000000000
ind,2000,2690000000.0000000000
ind,2001,3006000000.0000000000
ind,2002,2988000000.0000000000
ind,2003,3585000000.0000000000
ind,2004,4816000000.0000000000
ind,2005,6187000000.0000000000
ind,2006,6845000000.0000000000
ind,2007,8219000000.0000000000
ind,2008,9606000000.0000000000
ind,2009,9310000000.0000000000
ind,2010,10490000000.0000000000
ind,2011,13699000000.0000000000
ind,2012,12342000000.0000000000
ind,2013,11615000000.0000000000
ind,2014,14595000000.0000000000
ind,2015,14838000000.0000000000
ind,2016,16376000000.0000000000
ind,2017,18443000000.0000000000
ind,2018,21319000000.0000000000
ind,2019,22915000000.0000000000
ind,2020,12574000000.0000000000
idn,1995,2172000000.0000000000
idn,1996,2399000000.0000000000
idn,1997,2411000000.0000000000
idn,1998,2102000000.0000000000
idn,1999,2353000000.0000000000
idn,2000,3197000000.0000000000
idn,2001,3406000000.0000000000
idn,2002,3289000000.0000000000
idn,2003,3082000000.0000000000
idn,2004,3507000000.0000000000
idn,2005,3584000000.0000000000
idn,2006,4030000000.0000000000
idn,2007,4904000000.0000000000
idn,2008,5554000000.0000000000
idn,2009,5316000000.0000000000
idn,2010,6395000000.0000000000
idn,2011,6255000000.0000000000
idn,2012,6771000000.0000000000
idn,2013,7675000000.0000000000
idn,2014,7682000000.0000000000
idn,2015,7292000000.0000000000
idn,2016,7566000000.0000000000
idn,2017,8289000000.0000000000
idn,2018,10314000000.0000000000
idn,2019,11308000000.0000000000
idn,2020,1653000000.0000000000
irn,1995,241000000.0000000000
irn,1996,258000000.0000000000
irn,1997,382000000.0000000000
irn,1998,153000000.0000000000
irn,1999,632000000.0000000000
irn,2000,668000000.0000000000
irn,2001,708000000.0000000000
irn,2002,3750000000.0000000000
irn,2003,3842000000.0000000000
irn,2004,4093000000.0000000000
irn,2005,3724000000.0000000000
irn,2006,4684000000.0000000000
irn,2007,6809000000.0000000000
irn,2008,7566000000.0000000000
irn,2009,7805000000.0000000000
irn,2010,9655000000.0000000000
irn,2011,9775000000.0000000000
irn,2012,7825000000.0000000000
irn,2013,8839000000.0000000000
irn,2014,9452000000.0000000000
irn,2015,8992000000.0000000000
irn,2016,10233000000.0000000000
irn,2017,11507000000.0000000000
irn,2018,8695000000.0000000000
irq,1995,117000000.0000000000
irq,1996,70000000.0000000000
irq,1997,131000000.0000000000
irq,1998,14000000.0000000000
irq,1999,14000000.0000000000
irq,2000,9000000.0000000000
irq,2001,31000000.0000000000
irq,2002,26000000.0000000000
irq,2005,439000000.0000000000
irq,2006,395000000.0000000000
irq,2007,639000000.0000000000
irq,2008,794000000.0000000000
irq,2009,1207000000.0000000000
irq,2010,1620000000.0000000000
irq,2011,1836000000.0000000000
irq,2012,2281000000.0000000000
irq,2013,4835000000.0000000000
irq,2014,6115000000.0000000000
irq,2015,7934000000.0000000000
irq,2016,7647000000.0000000000
irq,2017,8093000000.0000000000
irq,2018,7855000000.0000000000
irq,2019,10925000000.0000000000
irq,2020,4172000000.0000000000
irl,1995,2034000000.0000000000
irl,1996,2198000000.0000000000
irl,1997,2210000000.0000000000
irl,1998,3015000000.0000000000
irl,1999,2631000000.0000000000
irl,2000,2525000000.0000000000
irl,2001,2858000000.0000000000
irl,2002,3755000000.0000000000
irl,2003,4736000000.0000000000
irl,2004,5177000000.0000000000
irl,2005,6073000000.0000000000
irl,2006,6865000000.0000000000
irl,2007,8655000000.0000000000
irl,2008,10417000000.0000000000
irl,2009,7826000000.0000000000
irl,2010,7069000000.0000000000
irl,2011,6728000000.0000000000
irl,2012,5895000000.0000000000
irl,2013,6198000000.0000000000
irl,2014,6412000000.0000000000
irl,2015,5704000000.0000000000
irl,2016,6234000000.0000000000
irl,2017,6616000000.0000000000
irl,2018,7541000000.0000000000
irl,2019,8156000000.0000000000
irl,2020,2334000000.0000000000
isr,1995,2120000000.0000000000
isr,1996,2278000000.0000000000
isr,1997,2283000000.0000000000
isr,1998,2473000000.0000000000
isr,1999,2566000000.0000000000
isr,2000,2804000000.0000000000
isr,2001,2945000000.0000000000
isr,2002,2543000000.0000000000
isr,2003,2550000000.0000000000
isr,2004,2796000000.0000000000
isr,2005,3261000000.0000000000
isr,2006,3399000000.0000000000
isr,2007,3930000000.0000000000
isr,2008,3961000000.0000000000
isr,2009,3540000000.0000000000
isr,2010,3665000000.0000000000
isr,2011,3775000000.0000000000
isr,2012,3909000000.0000000000
isr,2013,4542000000.0000000000
isr,2014,5189000000.0000000000
isr,2015,6012000000.0000000000
isr,2016,6447000000.0000000000
isr,2017,7057000000.0000000000
isr,2018,7878000000.0000000000
isr,2019,8153000000.0000000000
isr,2020,1804000000.0000000000
ita,1995,14811000000.0000000000
ita,1996,15806000000.0000000000
ita,1997,16643000000.0000000000
ita,1998,17598000000.0000000000
ita,1999,16887000000.0000000000
ita,2000,15686000000.0000000000
ita,2001,14798000000.0000000000
ita,2002,16939000000.0000000000
ita,2003,20604000000.0000000000
ita,2004,20471000000.0000000000
ita,2005,22362000000.0000000000
ita,2006,23162000000.0000000000
ita,2007,27322000000.0000000000
ita,2008,30940000000.0000000000
ita,2009,27967000000.0000000000
ita,2010,26902000000.0000000000
ita,2011,28749000000.0000000000
ita,2012,26239000000.0000000000
ita,2013,26948000000.0000000000
ita,2014,28866000000.0000000000
ita,2015,24425000000.0000000000
ita,2016,24987000000.0000000000
ita,2017,27901000000.0000000000
ita,2018,30004000000.0000000000
ita,2019,30307000000.0000000000
ita,2020,10858000000.0000000000
jam,1995,148000000.0000000000
jam,1996,157000000.0000000000
jam,1997,181000000.0000000000
jam,1998,198000000.0000000000
jam,1999,227000000.0000000000
jam,2000,209000000.0000000000
jam,2001,206000000.0000000000
jam,2002,258000000.0000000000
jam,2003,252000000.0000000000
jam,2004,286000000.0000000000
jam,2005,249000000.0000000000
jam,2006,273000000.0000000000
jam,2007,298000000.0000000000
jam,2008,268000000.0000000000
jam,2009,216000000.0000000000
jam,2010,193000000.0000000000
jam,2011,159000000.0000000000
jam,2012,184000000.0000000000
jam,2013,178000000.0000000000
jam,2014,198000000.0000000000
jam,2015,235000000.0000000000
jam,2016,256000000.0000000000
jam,2017,271000000.0000000000
jam,2018,286000000.0000000000
jam,2019,284000000.0000000000
jam,2020,131000000.0000000000
jpn,1995,36764000000.0000000000
jpn,1996,37058000000.0000000000
jpn,1997,33009000000.0000000000
jpn,1998,28806000000.0000000000
jpn,1999,32772000000.0000000000
jpn,2000,31884000000.0000000000
jpn,2001,26531000000.0000000000
jpn,2002,26656000000.0000000000
jpn,2003,28958000000.0000000000
jpn,2004,38252000000.0000000000
jpn,2005,37565000000.0000000000
jpn,2006,26876000000.0000000000
jpn,2007,26511000000.0000000000
jpn,2008,27901000000.0000000000
jpn,2009,25199000000.0000000000
jpn,2010,27950000000.0000000000
jpn,2011,27262000000.0000000000
jpn,2012,27906000000.0000000000
jpn,2013,21861000000.0000000000
jpn,2014,19314000000.0000000000
jpn,2015,15974000000.0000000000
jpn,2016,18562000000.0000000000
jpn,2017,18188000000.0000000000
jpn,2018,20198000000.0000000000
jpn,2019,21277000000.0000000000
jpn,2020,5448000000.0000000000
jor,1995,425000000.0000000000
jor,1996,381000000.0000000000
jor,1997,398000000.0000000000
jor,1998,451000000.0000000000
jor,1999,355000000.0000000000
jor,2000,350000000.0000000000
jor,2001,378000000.0000000000
jor,2002,453000000.0000000000
jor,2003,452000000.0000000000
jor,2004,524000000.0000000000
jor,2005,585000000.0000000000
jor,2006,837000000.0000000000
jor,2007,883000000.0000000000
jor,2008,1004000000.0000000000
jor,2009,1064000000.0000000000
jor,2010,1572000000.0000000000
jor,2011,1161000000.0000000000
jor,2012,1144000000.0000000000
jor,2013,1096000000.0000000000
jor,2014,1142000000.0000000000
jor,2015,1160000000.0000000000
jor,2016,1258000000.0000000000
jor,2017,1386000000.0000000000
jor,2018,1387000000.0000000000
jor,2019,1461000000.0000000000
jor,2020,381000000.0000000000
kaz,1995,283000000.0000000000
kaz,1996,319000000.0000000000
kaz,1997,445000000.0000000000
kaz,1998,498000000.0000000000
kaz,1999,394000000.0000000000
kaz,2000,408000000.0000000000
kaz,2001,673000000.0000000000
kaz,2002,757000000.0000000000
kaz,2003,669000000.0000000000
kaz,2004,844000000.0000000000
kaz,2005,753000000.0000000000
kaz,2006,821000000.0000000000
kaz,2007,1082000000.0000000000
kaz,2008,1078000000.0000000000
kaz,2009,1132000000.0000000000
kaz,2010,1273000000.0000000000
kaz,2011,1611000000.0000000000
kaz,2012,3272000000.0000000000
kaz,2013,3468000000.0000000000
kaz,2014,3515000000.0000000000
kaz,2015,2867000000.0000000000
kaz,2016,2447000000.0000000000
kaz,2017,2560000000.0000000000
kaz,2018,2687000000.0000000000
kaz,2019,2763000000.0000000000
kaz,2020,826000000.0000000000
ken,1995,192000000.0000000000
ken,1996,169000000.0000000000
ken,1997,145000000.0000000000
ken,1998,155000000.0000000000
ken,1999,182000000.0000000000
ken,2000,132000000.0000000000
ken,2001,143000000.0000000000
ken,2002,126000000.0000000000
ken,2003,127000000.0000000000
ken,2004,108000000.0000000000
ken,2005,124000000.0000000000
ken,2006,178000000.0000000000
ken,2007,265000000.0000000000
ken,2008,266000000.0000000000
ken,2009,227000000.0000000000
ken,2010,212000000.0000000000
ken,2011,197000000.0000000000
ken,2012,174000000.0000000000
ken,2013,233000000.0000000000
ken,2014,206000000.0000000000
ken,2015,217000000.0000000000
ken,2016,145000000.0000000000
ken,2017,262000000.0000000000
ken,2018,229000000.0000000000
ken,2019,196000000.0000000000
kir,2006,3099999.9046325702
kir,2007,5500000.0000000000
kir,2008,6599999.9046325702
kir,2009,11699999.8092650995
kir,2010,10100000.3814697005
kir,2011,12300000.1907349005
kir,2012,7900000.0953674298
kir,2013,13399999.6185302995
kir,2014,13199999.8092650995
kir,2015,12399999.6185302995
kir,2016,15199999.8092650995
kir,2017,13899999.6185302995
kir,2018,13199999.8092650995
kir,2019,14300000.1907349005
kir,2020,3200000.0476837200
kor,1995,6341000000.0000000000
kor,1996,7482000000.0000000000
kor,1997,6988000000.0000000000
kor,1998,3470000000.0000000000
kor,1999,4881000000.0000000000
kor,2000,7132000000.0000000000
kor,2001,7617000000.0000000000
kor,2002,10465000000.0000000000
kor,2003,10103000000.0000000000
kor,2004,12350000000.0000000000
kor,2005,15406000000.0000000000
kor,2006,18809000000.0000000000
kor,2007,21957000000.0000000000
kor,2008,19056000000.0000000000
kor,2009,15035000000.0000000000
kor,2010,18766000000.0000000000
kor,2011,19920000000.0000000000
kor,2012,20645000000.0000000000
kor,2013,21648000000.0000000000
kor,2014,23192000000.0000000000
kor,2015,25270000000.0000000000
kor,2016,27243000000.0000000000
kor,2017,31691000000.0000000000
kor,2018,35133000000.0000000000
kor,2019,32739000000.0000000000
kor,2020,16157000000.0000000000
kwt,1995,2248000000.0000000000
kwt,1996,2492000000.0000000000
kwt,1997,2377000000.0000000000
kwt,1998,2517000000.0000000000
kwt,1999,2270000000.0000000000
kwt,2000,2495000000.0000000000
kwt,2001,2842000000.0000000000
kwt,2002,3021000000.0000000000
kwt,2003,3348000000.0000000000
kwt,2004,3701000000.0000000000
kwt,2005,4532000000.0000000000
kwt,2006,5573000000.0000000000
kwt,2007,6636000000.0000000000
kwt,2008,7570000000.0000000000
kwt,2009,6189000000.0000000000
kwt,2010,6434000000.0000000000
kwt,2011,8064000000.0000000000
kwt,2012,9249000000.0000000000
kwt,2013,9653000000.0000000000
kwt,2014,11268000000.0000000000
kwt,2015,12381000000.0000000000
kwt,2016,12337000000.0000000000
kwt,2017,12548000000.0000000000
kwt,2018,14318000000.0000000000
kwt,2019,15839000000.0000000000
kwt,2020,6696000000.0000000000
kgz,1995,7000000.0000000000
kgz,1996,6000000.0000000000
kgz,1997,4000000.0000000000
kgz,1998,4000000.0000000000
kgz,1999,11000000.0000000000
kgz,2000,16000000.0000000000
kgz,2001,12000000.0000000000
kgz,2002,10000000.0000000000
kgz,2003,17000000.0000000000
kgz,2004,50000000.0000000000
kgz,2005,58000000.0000000000
kgz,2006,92000000.0000000000
kgz,2007,112000000.0000000000
kgz,2008,304000000.0000000000
kgz,2009,147000000.0000000000
kgz,2010,148000000.0000000000
kgz,2011,247000000.0000000000
kgz,2012,350000000.0000000000
kgz,2013,350000000.0000000000
kgz,2014,390000000.0000000000
kgz,2015,399000000.0000000000
kgz,2016,461000000.0000000000
kgz,2017,292000000.0000000000
kgz,2018,314000000.0000000000
kgz,2019,391000000.0000000000
kgz,2020,89000000.0000000000
lao,1995,30000000.0000000000
lao,1996,22000000.0000000000
lao,1997,21000000.0000000000
lao,1998,23000000.0000000000
lao,1999,12000000.0000000000
lao,2000,8000000.0000000000
lao,2001,100000.0014901160
lao,2002,300000.0119209290
lao,2003,1000000.0000000000
lao,2004,4000000.0000000000
lao,2005,5000000.0000000000
lao,2006,9000000.0000000000
lao,2007,8000000.0000000000
lao,2008,41000000.0000000000
lao,2009,83000000.0000000000
lao,2010,203000000.0000000000
lao,2011,237000000.0000000000
lao,2012,605000000.0000000000
lao,2013,904000000.0000000000
lao,2014,1051000000.0000000000
lao,2015,998000000.0000000000
lao,2016,912000000.0000000000
lao,2017,922000000.0000000000
lao,2018,992000000.0000000000
lao,2019,1011000000.0000000000
lao,2020,251000000.0000000000
lva,1995,24000000.0000000000
lva,1996,373000000.0000000000
lva,1997,326000000.0000000000
lva,1998,305000000.0000000000
lva,1999,268000000.0000000000
lva,2000,247000000.0000000000
lva,2001,223000000.0000000000
lva,2002,230000000.0000000000
lva,2003,328000000.0000000000
lva,2004,377000000.0000000000
lva,2005,584000000.0000000000
lva,2006,704000000.0000000000
lva,2007,927000000.0000000000
lva,2008,1139000000.0000000000
lva,2009,798000000.0000000000
lva,2010,648000000.0000000000
lva,2011,765000000.0000000000
lva,2012,680000000.0000000000
lva,2013,715000000.0000000000
lva,2014,715000000.0000000000
lva,2015,618000000.0000000000
lva,2016,699000000.0000000000
lva,2017,728000000.0000000000
lva,2018,778000000.0000000000
lva,2019,748000000.0000000000
lva,2020,301000000.0000000000
lbn,2002,2683000000.0000000000
lbn,2003,2943000000.0000000000
lbn,2004,3170000000.0000000000
lbn,2005,2908000000.0000000000
lbn,2006,3006000000.0000000000
lbn,2007,3114000000.0000000000
lbn,2008,3564000000.0000000000
lbn,2009,4012000000.0000000000
lbn,2010,4515000000.0000000000
lbn,2011,4004000000.0000000000
lbn,2012,4199000000.0000000000
lbn,2013,4388000000.0000000000
lbn,2014,4995000000.0000000000
lbn,2015,4741000000.0000000000
lbn,2016,5040000000.0000000000
lbn,2017,5587000000.0000000000
lbn,2018,6254000000.0000000000
lbn,2019,6338000000.0000000000
lbn,2020,1671000000.0000000000
lso,1995,13000000.0000000000
lso,1996,12000000.0000000000
lso,1997,14000000.0000000000
lso,1998,13000000.0000000000
lso,1999,14000000.0000000000
lso,2000,192000000.0000000000
lso,2001,163000000.0000000000
lso,2002,162000000.0000000000
lso,2003,238000000.0000000000
lso,2004,271000000.0000000000
lso,2005,262000000.0000000000
lso,2006,260000000.0000000000
lso,2007,268000000.0000000000
lso,2008,243000000.0000000000
lso,2009,239000000.0000000000
lso,2010,270000000.0000000000
lso,2011,290000000.0000000000
lso,2012,245000000.0000000000
lso,2013,206000000.0000000000
lso,2014,170000000.0000000000
lso,2015,174000000.0000000000
lso,2016,258000000.0000000000
lso,2017,303000000.0000000000
lso,2018,342000000.0000000000
lso,2019,319000000.0000000000
lso,2020,276000000.0000000000
lbr,2004,14000000.0000000000
lbr,2005,16000000.0000000000
lbr,2006,17000000.0000000000
lbr,2007,21000000.0000000000
lbr,2008,30000000.0000000000
lbr,2009,29000000.0000000000
lbr,2010,1700000.0476837200
lbr,2011,1899999.9761581400
lbr,2012,2099999.9046325702
lbr,2013,2400000.0953674298
lbr,2014,2200000.0476837200
lbr,2015,2500000.0000000000
lbr,2016,3509999.9904632601
lbr,2017,5969999.7901916504
lbr,2018,7699999.8092651404
lbr,2019,5699999.8092651404
lby,1995,76000000.0000000000
lby,1996,67000000.0000000000
lby,1997,269000000.0000000000
lby,1998,281000000.0000000000
lby,1999,402000000.0000000000
lby,2000,397000000.0000000000
lby,2001,445000000.0000000000
lby,2002,586000000.0000000000
lby,2003,557000000.0000000000
lby,2004,603000000.0000000000
lby,2005,680000000.0000000000
lby,2006,668000000.0000000000
lby,2007,889000000.0000000000
lby,2008,1277000000.0000000000
lby,2009,1587000000.0000000000
lby,2010,2047000000.0000000000
lby,2011,2269000000.0000000000
lby,2012,2557000000.0000000000
lby,2013,2425000000.0000000000
lby,2014,1143000000.0000000000
lby,2015,967000000.0000000000
lby,2016,714000000.0000000000
lby,2017,2005000000.0000000000
lby,2018,2042000000.0000000000
ltu,1995,106000000.0000000000
ltu,1996,266000000.0000000000
ltu,1997,277000000.0000000000
ltu,1998,292000000.0000000000
ltu,1999,341000000.0000000000
ltu,2000,253000000.0000000000
ltu,2001,219000000.0000000000
ltu,2002,326000000.0000000000
ltu,2003,471000000.0000000000
ltu,2004,636000000.0000000000
ltu,2005,743000000.0000000000
ltu,2006,909000000.0000000000
ltu,2007,1144000000.0000000000
ltu,2008,1530000000.0000000000
ltu,2009,1119000000.0000000000
ltu,2010,849000000.0000000000
ltu,2011,859000000.0000000000
ltu,2012,925000000.0000000000
ltu,2013,1069000000.0000000000
ltu,2014,1059000000.0000000000
ltu,2015,951000000.0000000000
ltu,2016,1012000000.0000000000
ltu,2017,1115000000.0000000000
ltu,2018,1400000000.0000000000
ltu,2019,1388000000.0000000000
ltu,2020,438000000.0000000000
lux,1995,1193000000.0000000000
lux,1996,1189000000.0000000000
lux,1997,1115000000.0000000000
lux,1998,1335000000.0000000000
lux,1999,1316000000.0000000000
lux,2000,1309000000.0000000000
lux,2001,1464000000.0000000000
lux,2002,1915000000.0000000000
lux,2003,2415000000.0000000000
lux,2004,2878000000.0000000000
lux,2005,2965000000.0000000000
lux,2006,2996000000.0000000000
lux,2007,3404000000.0000000000
lux,2008,3736000000.0000000000
lux,2009,3577000000.0000000000
lux,2010,3538000000.0000000000
lux,2011,3774000000.0000000000
lux,2012,2998000000.0000000000
lux,2013,3216000000.0000000000
lux,2014,3281000000.0000000000
lux,2015,2279000000.0000000000
lux,2016,1997000000.0000000000
lux,2017,2560000000.0000000000
lux,2018,2813000000.0000000000
lux,2019,3243000000.0000000000
lux,2020,2420000000.0000000000
mac,2002,492000000.0000000000
mac,2003,455000000.0000000000
mac,2004,512000000.0000000000
mac,2005,412000000.0000000000
mac,2006,433000000.0000000000
mac,2007,526000000.0000000000
mac,2008,621000000.0000000000
mac,2009,646000000.0000000000
mac,2010,800000000.0000000000
mac,2011,964000000.0000000000
mac,2012,1083000000.0000000000
mac,2013,1135000000.0000000000
mac,2014,1254000000.0000000000
mac,2015,1326000000.0000000000
mac,2016,1404000000.0000000000
mac,2017,1600000000.0000000000
mac,2018,1837000000.0000000000
